object_id,period,dimensions,classification,curatorial_description,num_images,all_image_urls,map_url
42496,Ming dynasty (1368–1644),Diam. 15 3/4 in. (40 cm),Ceramics,"Lee, Jean Gordon. &quot;Ming Blue-and-White.&quot; Philadelphia Museum of Art Bulletin 49, no. 223 (Autumn 1949). pp. 1–72, fig. 14.Swann, Peter. Art of China, Korea and Japan. New York: Frederick A. Praeger, Inc., 1963, p. 183, fig. 176.Lerman, Leo. The Museum: One Hundred Years and The Metropolitan Museum of Art. New York: Viking Press, [1969], p. 195.Masterpieces of Fifty Centuries. Exh. cat. New York: E. P. Dutton &amp; Co., 1970, p. 172, cat. no. 145.Valenstein, Suzanne G. A Handbook of Chinese Ceramics. New York: The Metropolitan Museum of Art, 1975, pl. 80.Suzanne G. Valenstein. &quot;Highlights of Chinese Ceramics.&quot; The Metropolitan Museum of Art Bulletin, n.s., 33, no. 3, Autumn 1975. pl. 25.Valenstein, Suzanne G., Julia Meech,  and Marilyn Jenkins. Oriental Ceramics: The World&#x27;s Great Collections. vol. 12, limited ed., Tokyo: Kōdansha International Ltd., 1977, pl. 31.Meech, Julia -Pekarik, Suzanne G. Valenstein,  and Marilyn Jenkins-Madina. Oriental Ceramics: The World&#x27;s Great Collections: The Metropolitan Museum of Art. vol. 11, Tokyo: Kodansha International, 1982, p. 176, color pl. 78.Suzanne G. Valenstein. A Handbook of Chinese Ceramics. New York: The Metropolitan Museum of Art, 1989, color pl. #20.",0,,
42501,Ming dynasty (1368–1644),Diam. 14 7/8 in. (37.8 cm),Ceramics,Plate with chrysanthemums and peonies Ming dynasty (1368–1644) 15th century China Porcelain painted with cobalt blue under a transparent glaze...,0,,
42503,"Ming dynasty (1368–1644), Xuande mark and period (1426–35)",Diam. 11 1/4 in. (28.6 cm),Ceramics,"Bowl with Peonies, Narcissus, and Pomegranates Ming dynasty (1368–1644), Xuande mark and period (1426–35) early 15th century China Porcelain painted in...",0,,
42508,"Ming dynasty(1368–1644), Xuande mark and period (1426–35)",H. 4 5/8 in. (11.7 cm); Diam. 6 5/8 in. (16.8 cm); Diam. of foot 1 13/16 in. (4.6 cm),Ceramics,"Inscription: Inscribed: Xuande nian zhi (Made in the Xuande era)In Tibetan characters, has been translated:May the days be auspicious; may the nights be auspicious.  May the midday be filled with blessings",0,,
42511,Ming dynasty (1368–1644),H. 3 1/2 in. (8.9 cm); Diam. of rim 5 1/4 in. (13.3 cm); Diam. of foot 2 7/8 in. (13.3 cm),Ceramics,"Jars in this shape, which were used to hold slops, are often called leys jars, after the Dutch term for such vessels. This shape is often found in...",0,,
42514,Ming dynasty (1368–1644),H. 3 1/2 in. (8.9 cm); Diam. 20 in. (50.8 cm); Diam. of foot 11 in. (27.9 cm),Ceramics,Dish with Peonies Ming dynasty (1368–1644) late 14th–early 15th century China Stoneware with incised decoration under celadon glaze (Longquan ware) H. 3...,0,,
42515,"Ming dynasty (1368–1644), Chenghua mark and period (1465–87)",H. 1 5/8 in. (4.1 cm); Diam. of rim 3 1/4 in. (8.3 cm); Diam. of foot 1 1/2 in. (3.8 cm),Ceramics,"This type of small, bowl-shaped vessel from the imperial kiln of the mid-Ming dynasty has been cherished as the pinnacle of fine Chinese porcelain. The...",0,,
42520,"Ming dynasty (1368–1644), Zhengde mark and period (1506–21)",H. 3 1/4 in. (8.3 cm); Diam. 7 1/2 in. (19.1 cm),Ceramics,"Bowl with Dragon Ming dynasty (1368–1644), Zhengde mark and period (1506–21) mid-16th century China Porcelain with incised decoration under and colored...",0,,
42522,"Ming dynasty (1368–1644), Zhengde mark and period (1506–21)",H. 4 7/16 in. (11.3 cm); Diam. 5 7/8 in. (14.9 cm),Ceramics,"Jar with Dragon Ming dynasty (1368–1644), Zhengde mark and period (1506–21) 16th century China Porcelain with incised decoration under colored glazes H....",0,,
42526,Ming dynasty (1368–1644),Diam. 10 1/4 in. (26 cm),Ceramics,"Pomegranate, persimmon, grapes, and lotus surround the gardenia in the center of this dish. All of the flowers are auspicious: the gardenia symbolizes...",0,,
42528,"Ming dynasty (1368–1644), Zhengde mark and period (1506–21)",W. 8 3/4 in. (22.2 cm),Ceramics,"The inscription on the brush holder reads “pen” on one side, and “holder” on the other.",0,,
42532,"Ming dynasty (1368–1644), Jiajing period (1522–66)",H. 1 3/4 in. (4.4 cm); Diam. 8 1/2 in. (21.6 cm); Diam. of foot 4 7/8 in. (12.4 cm),Ceramics,"Inscription: An eight-character inscription, &quot;Jiajing xinyou jinshen jiaqi,&quot; (&quot;Excellent vessel for Official use.  The xinyou year of the Jiajing period&quot;). This date corresponds to the year 1561",0,,
42548,Ming dynasty (1368–1644),Diam. 4 3/4 in. (12.1 cm); Diam. of foot (mount): 2 3/8 in. (6 cm); H. of bowl: 2 5/8 in. (6.7 cm); H. at handles: 3 1/4 in. (8.3 cm),Ceramics,"Made for export, bowls with this type of decoration are often catalogued as kinrande ware after a Japanese term for fabric with gold thread. Although,...",0,,
42549,"Ming dynasty (1368–1644), Jiajing mark and period (1522–66)",H. 9 1/8 in. (23.2 cm),Ceramics,"Perfecting the enameling techniques developed earlier in the Ming dynasty, porcelain enamelers of the Jiajing period created rich reds, yellows, and...",0,,
42702,Northern Qi dynasty (550–577),H. 40 1/2 in. (102.9 cm); W. 14 1/2 in. (36.8 cm); D. 8 3/4 in. (22.2 cm),Sculpture,Standing bodhisattva Northern Qi dynasty (550–577) mid- to late 6th century China Limestone with traces of pigment H. 40 1/2 in. (102.9 cm); W. 14 1/2...,0,,
42703,Sui dynasty (581–618),H. 39 2/3 in. (100.8 cm),Sculpture,Bodhisattva Avalokiteshvara (Guanyin) Sui dynasty (581–618) late 6th–early 7th century China Limestone with traces of pigment H. 39 2/3 in. (100.8 cm)...,0,,
43704,,H. 9 1/16 in. (23 cm); W. 6 5/8 in. (16.8 cm); D. 7/16 in. (1.1 cm),Jade,"Ceremonial axe New Caledonia Nephrite, wood, fiber, flying fox fur H. 9 1/16 in. (23 cm); W. 6 5/8 in. (16.8 cm); D. 7/16 in. (1.1 cm) Jade Gift of...",0,,
42710,Northern Wei dynasty (386–534),H. 91 in. (231.1 cm); W. 23 7/8 in. (60.6 cm); D. 9 1/2 in. (24.1 cm),Sculpture,Steles of this type were common in the early sixth century. The inscription on the base dates the work to the year 528 and indicates that a group of...,0,,
42714,Northern Wei dynasty (386–534),"H. 14 in. (35.6 cm); W. 7 1/2 in. (19.1 cm) | On block, est: H. 22 1/2 in. (57.2 cm); W. 7 1/2 in. (19.1 cm); D. 9 in. (22.9 cm)",Sculpture,Head of a bodhisattva Northern Wei dynasty (386–534) late 5th century China Sandstone with traces of pigment H. 14 in. (35.6 cm); W. 7 1/2 in. (19.1 cm)...,0,,
42715,Northern Qi dynasty (550–577),H. 32 in. (81.3 cm); W. 17 1/2 in. (44.5 cm); approx. D. 12 in. (30.5 cm),Sculpture,"This head once belonged to a towering bodhisattva who presided over the entrance to the Central Cave at Northern Xiangtangshan. This site, which...",0,,
42716,Yuan dynasty (1271–1368),H. 24 ft. 8 in. (751.8 cm); W. 49 ft. 7 in. (1511.3 cm),Paintings,"Iconography: Bhaishajyaguru (A), the Buddha of Medicine, sits on a lotus throne surrounded by an assembly of deities. Standing to either side of the...",0,,
42717,Sui dynasty (581–618),H. 73 in. (185.4 cm),Sculpture,"Bodhisattva, probably Avalokiteshvara (Guanyin) Sui dynasty (581–618) late 6th century China Limestone with traces of pigment H. 73 in. (185.4 cm)...",0,,
43721,,H. 6 1/8 in. (15.5 cm); W. 3 in. (7.6 cm); D. 1 in. (2.5 cm),Jade,"Greenstone pendant 19th century Maori; Aotearoa New Zealand Nephrite jade (pounamu), shell, pigment, and wax H. 6 1/8 in. (15.5 cm); W. 3 in. (7.6 cm);...",0,,
42721,,H. (with stand) 46 in. (116.8 cm); W. 28 1/2 in. (72.4 cm); D. 20.5 in. (52.1 cm),Sculpture,Rock in the form of a fantastic mountain 20th century China Taihu limestone; wood stand H. (with stand) 46 in. (116.8 cm); W. 28 1/2 in. (72.4 cm); D....,0,,
42723,Tang dynasty (618–907),H. (incl. stone dowel): 69 in. (175.3 cm),Sculpture,"This young monk, most likely Ananda, was once part of a large group that would have included a Buddha accompanied by bodhisattvas and guardians. The...",0,,
42726,Northern Song dynasty (960–1127),H. 45 1/2 in. (115.6 cm),Sculpture,The figure&#x27;s posture suggests that this sculpture represents a bodhisattva who served as an attendant to a Buddha or some other transcendent figure. It...,0,,
42727,Ming dynasty (1368–1644),H. 30 1/4 in. (76.8 cm); W. 18 in. (45.7 cm); D. 13 1/2 in. (34.3 cm),Sculpture,"Inscription: Inscribed the 18th year of the Hongwu era (1385) (inside of back)Dongancun zhong cun ren deng yu Wei Na Xin Zhongwen deng jin fa qian xin qi gai zhen lu miao yi zuo qing dao ben cun kan mu dai zhao Feng Xiaozhong bing nan Feng beigong xi kan tian yi Guanyin san wei yi tang wei yuan ben cun tong",0,,
42729,Five Dynasties (907–60) or Liao dynasty (907–1125),H. 59 in. (149.9 cm),Sculpture,This sculpture of an attendant bodhisattva was most likely part of a colossal triptych showing a Buddha flanked by two such figures. It is made of...,0,,
42731,Liao dynasty (907–1125),H. 46 1/2 in. (118.1 cm); W. 37 1/2 in. (95.3 cm); D. 28 in. (71.1 cm),Sculpture,"After the tenth century, one of the more prominent representations of Avalokiteshvara shows the bodhisattva seated with the right knee raised and the...",0,,
42733,Northern Wei dynasty (386–534),H. 55 1/4 in. (140.3 cm); W. 24 1/2 in. (62.2 cm); D. 19 1/4 in. (48.9 cm),Sculpture,"Inscription: Inscribed and dated (in back, on upper band).Tai he shi nian / zheng yue nian si ri / wei tai huang / tai hou (space) / xia wei (shi?) / di zhong sheng / zao mi li / xiang yi qu (This can be loosely translated as in the 10th year of the Taihe era (486), the first month the 24th day in honor of the Dowager Empress, for the benefit of the ten classes of beings, one image of Mile (Maitreya) was made",0,,
42737,Ming dynasty (1368–1644),Height (at bridge): 4 in. (10.2 cm) | Width (at bridge): 7 1/4 in. (18.4 cm) | Width (at right end): 5 3/4 in. (14.6 cm) | Length: 10 1/8 in. (25.7 cm),Musical instruments,Qin (Seven-stringed zither) Unidentified artist Ming dynasty (1368–1644) late 16th century China Purple sandalwood (zitan) and black lacquer Height (at...,0,,
42739,Qing dynasty (1644–1911),H. 5 7/8 in. (14.9 cm); W. 8 5/8 in. (21.9 cm); L. 16 1/4 in. (41.3 cm),Jade,"Ingeniously shaped out of a massive dark green nephrite boulder from the riverbed of Yarkand, in northwestern China, this sculpture weighs more than...",0,,
42742,Ming dynasty (1368–1644),H. 103 3/4 in. (263.5 cm); W. 56 in. (142.2 cm); D. 24 3/4 in. (62.9 cm),Furniture,"The closet as we know it did not exist in China. Instead, capacious wardrobes like this one were used for storage. The lower compartments were for...",0,,
42743,late Ming (1368–1644) or early Qing (1644–1911) dynasty,H. 40 1/8 In. (101.9 cm); W. 22 3/8 in. (56.8 cm); D. 18 1/8 in. (45.7 cm),Furniture,"Inscription: The splat is inscribed with a facsimile of calligraphy by Zhu Yunming:&quot;That day the sky was bright, the air was clear, the breeze gentle; look up to the great universe and down at the ripeness of everything",0,,
42744,Ming dynasty (1368–1644),H. 103 3/4 in. (263.5 cm); W. 56 in. (142.2 cm); D. 24 3/4 in. (62.9 cm) | ,Furniture,"The closet as we know it did not exist in China. Instead, capacious wardrobes like this one were used for storage. The lower compartments were for...",0,,
42745,late Ming (1368–1644) or early Qing (1644–1911) dynasty,H. 26 1/4 in. (66.7 cm); W. 80 3/4 in. (205.1 cm); D. 44 7/8 in. (114 cm),Furniture,"In warm weather, one would sit on the rattan mat with legs either crossed or pendant. In cold weather, quilts and cushions were added for comfort.",0,,
42746,late Ming (1368–1644) or early Qing (1644–1911) dynasty,H. 16 3/16 in. (41.1 cm); W. 20 15 /16 in. (53.2 cm); D. 29 15/16 in. (53.2 cm),Furniture,"While usually used around the house, these stools doubled as seats on litter-bearer platforms. Holes drilled into the legs enabled them to be attached...",0,,
42747,late Ming (1368–1644) or early Qing (1644–1911) dynasty,H. 4 7/8 in. (12.4 cm); W. 23 1/4 in. (59.1 cm); D. 12 1/2 in. (31.8 cm),Furniture,"This low table is a convenient height for teacups or reading material. Placed along the central axis of the couch, it creates an agreeable distance...",0,,
43209,Qing dynasty (1644–1911),H. 1 3/4 in. (4.4 cm); W. 5 1/2 in. (14 cm),Jade,Cup with dragon handles Qing dynasty (1644–1911) 17th century China Jade (nephrite) H. 1 3/4 in. (4.4 cm); W. 5 1/2 in. (14 cm) Jade Bequest of Edmund...,0,,
43214,Qing dynasty (1644–1911),H. (incl. stand) 2 7/16 in. (6.2 cm) | a. Diam. 4 1/8 in. (10.5 cm); b. Diam. 2 11/16 in. (6.8 cm),Jade,Cup and saucer Qing dynasty (1644–1911) late 18th–early 19th century China Jade (nephrite) H. (incl. stand) 2 7/16 in. (6.2 cm) a. Diam. 4 1/8 in. (10.5...,0,,
43225,Qing dynasty (1644–1911),H. 2 5/8 in. (6.7 cm); W. 6 in. (15.2 cm),Jade,Ornament in the shape of a boat Qing dynasty (1644–1911) late 18th–early 19th century China Jade (nephrite) H. 2 5/8 in. (6.7 cm); W. 6 in. (15.2 cm)...,0,,
43244,Qing dynasty (1644–1911),H. 8 3/4 in. (22.2 cm); W. 1 3/4 in. (4.4 cm),Jade,Incense stick holder Qing dynasty (1644–1911) late 18th–early 19th century China Jade (nephrite) H. 8 3/4 in. (22.2 cm); W. 1 3/4 in. (4.4 cm) Jade...,0,,
43264,Qing dynasty (1644–1911),H. 8 3/4 in. (22.2 cm); W. 4 1/4 in. (10.8 cm),Jade,Vase in the shape of a magnolia Qing dynasty (1644–1911) 18th century China Jade (nephrite) H. 8 3/4 in. (22.2 cm); W. 4 1/4 in. (10.8 cm) Jade Alfred...,0,,
43273,Qing dynasty (1644–1911),H. 3/4 in. (1.9 cm); W. 2 1/2 in. (6.4 cm); L. 3 1/4 in. (8.3 cm),Jade,The combination of squirrels and grapes is a rebus wishing the owner or viewer a long life.,0,,
43277,Qing dynasty (1644–1911),Gr. H. 8 3/8 in. (21.3 cm); W. 5 in. (12.7 cm),Jade,"Twin Vases Qing dynasty (1644–1911) 19th century China Jade (nephrite) Gr. H. 8 3/8 in. (21.3 cm); W. 5 in. (12.7 cm) Jade Alfred W. Hoyt Collection,...",0,,
43289,Qing dynasty (1644–1911),H. 1/2 in. (1.3 cm); W. 8 1/4 in. (21 cm); L. 5 1/2 in. (14 cm),Jade,Tray with magic fungus (lingzhi) Qing dynasty (1644–1911) late 18th–early 19th century China Jade (nephrite) H. 1/2 in. (1.3 cm); W. 8 1/4 in. (21 cm);...,0,,
43303,Qing dynasty (1644–1911),H. 1 3/8 in. (3.5 cm); Diam. 3 in. (7.6 cm),Jade,Covered box with lotus spray Qing dynasty (1644–1911) late 18th–early 19th century China Jade (nephrite) H. 1 3/8 in. (3.5 cm); Diam. 3 in. (7.6 cm)...,0,,
43304,Qing dynasty (1644–1911),H. 1 1/2 in. (3.8 cm); W. 2 1/4 in. (5.7 cm); D. 1 7/8 in. (4.8 cm),Jade,Covered Incense Box Qing dynasty (1644–1911) late 18th–early 19th century China Jade (nephrite) H. 1 1/2 in. (3.8 cm); W. 2 1/4 in. (5.7 cm); D. 1 7/8...,0,,
43306,Qing dynasty (1644–1911),H. (1 15/16 in. (4.9 cm); Diam. 3 5/8 in. (9.2 cm),Jade,Covered box with floral design Qing dynasty (1644–1911) late 18th–early 19th century China Jade (nephrite) H. (1 15/16 in. (4.9 cm); Diam. 3 5/8 in....,0,,
43322,Qing dynasty (1644–1911),H. 4 1/8 in. (10.5 cm); W. 1 5/8 in. (4.1 cm),Jade,Vase on Stand Qing dynasty (1644–1911) late 18th–early 19th century China Jade (nephrite) H. 4 1/8 in. (10.5 cm); W. 1 5/8 in. (4.1 cm) Jade Bequest of...,0,,
43775,Ming dynasty (1368–1644),H. 2 1/16 in. (5.3 cm); W. 2 1/16 in. (5.3 cm); D. 5/16 in. (0.8 cm),Jade,Belt plaque Ming dynasty (1368–1644) 16th century China Jade (nephrite) H. 2 1/16 in. (5.3 cm); W. 2 1/16 in. (5.3 cm); D. 5/16 in. (0.8 cm) Jade Gift...,0,,
43885,Qing dynasty (1644–1911),H. 1 9/16 in. (3.9 cm); W. 2 3/4 in. (7 cm); L. 1 11/16 in. (4.3 cm),Jade,Two cranes holding peaches Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite) H. 1 9/16 in. (3.9 cm); W. 2 3/4 in. (7 cm); L. 1 11/16 in....,0,,
44316,Eastern Han dynasty (25–220),H. 1/4 in. (0.7 cm); W. 1 in. (2.5 cm); D. 1 in. (2.5 cm),Seals,"So-called “seal script,” seen here, is an archaic writing style that was standardized during the Qin (221–206 B.C.) and Han dynasties (206 B.C.–A.D....",0,,
44319,Eastern Han dynasty (25–220),H. 8 7/16 in. (21.4 cm); W. 5 5/8 in. (14.3 cm); L. 11 in. (27.9 cm),Ceramics,Figure of a Standing Dog Eastern Han dynasty (25–220) 1st–2nd century China Earthenware with green glaze H. 8 7/16 in. (21.4 cm); W. 5 5/8 in. (14.3...,0,,
44321,Eastern Han dynasty (25–220),H. 10 1/8 in. (25.7 cm); W. 6 1/4 in. (15.9 cm),Ceramics,"Most extant Han dynasty pottery consists of tomb furnishings such as this model of a wellhead. Often, these low-fired wares were embellished with a lead...",0,,
44323,Eastern Han dynasty (25–220),H. 3 1/2 in. (8.9cm); L. 8 1/8 in. (20.6cm),Tomb Pottery,Pottery models of houses and farm structures were commonly included in Eastern Han burials to provide for the afterlife.,0,,
44324,Eastern Han dynasty (25–220),H. 3 in. (7.6 cm); L 8 5/8 in. (21.9 cm),Ceramics,Pottery models of houses and farm structures were commonly included in Eastern Han burials to provide for the afterlife.,0,,
43929,Qing dynasty (1644–1911),H. 3/16 in. (0.5 cm); Diam. 2 3/8 in. (6.1 cm),Jade,Ornamental plaque Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite) H. 3/16 in. (0.5 cm); Diam. 2 3/8 in. (6.1 cm) Jade Gift of Heber R....,0,,
43932,Qing dynasty (1644–1911),H. 2 1/2 in. (6.4 cm); W. 1 9/16 in. (4 cm); D. 3/16 in. (0.5 cm),Jade,Pendant Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite) H. 2 1/2 in. (6.4 cm); W. 1 9/16 in. (4 cm); D. 3/16 in. (0.5 cm) Jade Gift of...,0,,
43937,Qing dynasty (1644–1911),H. 2 7/16 in. (6.2 cm); W. 1 7/16 in. (3.7 cm); D. 3/8 in. (0.9 cm),Jade,Ornament Qing dynasty (1644–1911) 18th–19th century China Jade (nephrite) H. 2 7/16 in. (6.2 cm); W. 1 7/16 in. (3.7 cm); D. 3/8 in. (0.9 cm) Jade Gift...,0,,
44074,Qing dynasty (1644–1911),H. 3 in. (7.6 cm); W. 4 3/4 in. (12.1 cm); D. 2 1/2 in. (6.4 cm),Hardstone,"Containers in the shape of a rooster carrying a vessel on its back are an invention of Song dynasty (960–1279) antiquarians, who believed that such...",0,,
43959,Qing dynasty (1644–1911),H. 3 5/8 in. (9.2 cm); W. 1 11/16 in. (4.3 cm); D. 1 3/8 in. (3.5 cm),Jade,God of longevity Qing dynasty (1644–1911) 19th century China Jade (nephrite) H. 3 5/8 in. (9.2 cm); W. 1 11/16 in. (4.3 cm); D. 1 3/8 in. (3.5 cm) Jade...,0,,
